Price,Date,Open,High,Low,Close,Volume
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
819,2018-04-27,438.97161379660554,448.3737116486485,437.06457934838784,441.8543395996094,25518647
820,2018-04-30,435.512386871759,440.21342127891756,425.7554727352329,427.2190246582031,19406069
821,2018-05-02,428.8599385619521,434.27057478003,427.99511781134066,431.38787841796875,13381914
822,2018-05-03,433.6940313534749,433.6940313534749,425.4228436053623,426.4650573730469,8634812
823,2018-05-04,427.0194108162261,427.8398832730146,421.32051109092976,423.07232666015625,8302649
824,2018-05-07,425.2454793975388,431.6318072235101,424.1367431612931,430.6339416503906,7683268
825,2018-05-08,433.5166336055746,435.51236459482647,428.0616197789629,428.9042663574219,10792648
826,2018-05-09,428.37207366056884,436.5323608014132,426.75330294751944,433.16180419921875,9831044
827,2018-05-10,434.62537096487944,436.66545022157413,432.07525709152037,435.1353759765625,8781584
828,2018-05-11,435.1796821055544,439.6368004134446,433.6274634848627,438.7276611328125,8774740
829,2018-05-14,439.92511941647734,439.92511941647734,433.16180250340716,437.5523986816406,5642499
830,2018-05-15,435.9780671371027,443.4953055302154,433.13968927125757,434.15972900390625,10501479
831,2018-05-16,431.9643750098041,431.9643750098041,422.4070583814764,424.0479736328125,18840763
832,2018-05-17,425.4672047962065,425.7554685095434,417.550802905481,419.2582702636719,10353948
833,2018-05-18,419.36911926475983,422.87272072239983,413.3375780980791,414.1580505371094,11440117
834,2018-05-21,412.783257335076,414.97855565224756,408.9470140106331,413.0493469238281,14491208
835,2018-05-22,413.8475937164807,414.22455392023164,410.2330921664799,411.00921630859375,11310073
836,2018-05-23,410.67658471554734,410.67658471554734,403.2036665471263,404.5785217285156,9991028
837,2018-05-24,405.3546374581869,408.459104435722,403.64719986377935,406.17510986328125,11632489
838,2018-05-25,406.24164662366286,409.5235067551595,405.55424857762773,408.37042236328125,17782410
839,2018-05-28,410.18875461059264,411.1200976844356,407.1729840869536,408.1930236816406,11369679
840,2018-05-29,408.6808682771294,411.56356430255136,405.53205309453165,406.88470458984375,17878384
841,2018-05-30,405.73165745761935,409.43482621348,402.07280735954237,406.2860107421875,13105124
842,2018-05-31,408.45910085348646,409.0356578264632,405.5985789330793,408.6143493652344,37080158
843,2018-06-01,408.015659727561,415.0007184768609,407.3282320370322,412.6945495605469,19174278
844,2018-06-04,413.95850824421444,418.6595426445126,412.69455311620845,417.2625427246094,12250151
845,2018-06-05,418.12733990388415,423.53797582757767,417.3290415925245,420.2782897949219,17436812
846,2018-06-06,419.98999069914026,423.9814227095833,418.0607822780213,423.2718505859375,9164022
847,2018-06-07,423.49362729390714,432.8513769019375,423.2940601174407,430.78912353515625,14999572
848,2018-06-08,428.5716716684933,437.5302577453551,426.02155769944886,436.5545959472656,14289325
849,2018-06-11,437.774185522137,443.47308518824235,434.2040320273752,435.8006286621094,15018718
850,2018-06-12,436.1332292562968,443.49524775791895,434.75840357137935,442.2312927246094,16285583
851,2018-06-13,443.4952372937736,446.1118734249206,438.83855161619664,444.6039733886719,12962502
852,2018-06-14,442.36434169241153,448.72849478480373,437.90722303568,447.02105712890625,11997529
853,2018-06-15,446.1562310193051,453.9173838459774,443.16263461895164,449.7928771972656,24705890
854,2018-06-18,447.3980052070569,452.564725505566,446.5997069246094,450.3916015625,12363932
855,2018-06-19,449.65987219468684,450.05903617970074,440.6790821991443,441.7434997558594,13881382
856,2018-06-20,441.72120528714305,453.65124123293583,441.2112003507497,452.032470703125,15735681
857,2018-06-21,453.89519653712443,459.461080701245,452.94167935854944,457.6649169921875,22988909
858,2018-06-22,456.0905222232243,456.4453379236054,447.24280712934154,449.0389709472656,35370008
859,2018-06-25,448.55110400955294,450.8129245451572,444.5152938125026,445.46881103515625,11369371
860,2018-06-26,446.15629033037976,446.15629033037976,432.5188135413748,434.15972900390625,17649122
861,2018-06-27,436.8609928014875,439.94156753753043,429.8069192287236,431.2132873535156,19595831
862,2018-06-28,429.49439550244927,432.3963913064863,419.80622438728045,421.88226318359375,18770484
863,2018-06-29,423.7351026032109,435.5216661763804,423.69045788374666,434.1599426269531,17425606
864,2018-07-02,434.1152881997852,434.1152881997852,427.2621450979689,428.869384765625,14570004
865,2018-07-03,430.8338385646218,436.8387323860635,428.75779942210727,433.64654541015625,11084063
866,2018-07-04,433.8696959614885,442.88819635542546,433.51253825186393,442.0399169921875,10938521
867,2018-07-05,445.1205151453767,450.21016179062025,427.97646733224576,430.6105651855469,40946479
868,2018-07-06,430.7221870419172,438.8700863363339,430.61057524915884,436.4368896484375,20039239
869,2018-07-09,440.70060051405443,446.45991831146677,439.0933310153588,445.1651916503906,11309207
870,2018-07-10,447.68763872595974,459.1839807582411,446.459879251171,457.93389892578125,22846197
871,2018-07-11,457.6213822531326,464.720100555837,454.4291957230969,463.78253173828125,18953870
872,2018-07-12,466.2603913873789,490.65941455353067,465.47907904150037,483.2258605957031,52736376
873,2018-07-13,482.39990283533655,495.12400393707486,482.1766494628571,491.0165710449219,39301408
874,2018-07-16,491.01664621881343,495.0794350190532,479.07382578224656,480.4801940917969,14427529
875,2018-07-17,481.41772908162324,489.2977303593792,477.53351943831245,487.69049072265625,14150770
876,2018-07-18,490.3915300877872,493.1595918432317,480.97122693967844,487.7797546386719,10241565
877,2018-07-19,488.114596024976,497.8027675842318,485.0116988667191,493.2712097167969,11885426
878,2018-07-20,497.08844497132696,508.2945665099983,496.4187444407652,503.89697265625,17538801
879,2018-07-23,504.41037364042637,504.41037364042637,496.9545271434767,500.16900634765625,12779803
880,2018-07-24,500.92798821888556,503.0486419018672,494.4096514619946,495.9945983886719,9775749
881,2018-07-25,495.57042767733253,501.37441903016025,492.98097478648094,497.86968994140625,13014255
882,2018-07-26,495.6151108042831,500.70478716262005,494.5882525501374,495.86065673828125,14053674
883,2018-07-27,499.811801471374,507.80344342003724,496.5303256988604,504.43267822265625,14610585
884,2018-07-30,504.49962732912786,516.6879917441377,503.6067330594974,514.0538940429688,30344461
885,2018-07-31,513.875395444474,531.465892149494,512.156543904111,529.50146484375,30350826
886,2018-08-01,531.4658240410823,537.0465921999498,529.2335286986875,532.33642578125,21227054
887,2018-08-02,531.9569782717618,531.9569782717618,520.5499257666319,521.6213989257812,13668930
888,2018-08-03,524.5903967326253,528.385316968264,522.1571701967551,525.4609985351562,14536058
889,2018-08-06,525.3493111270021,533.9659793593122,524.7466372903734,532.4480590820312,8785462
890,2018-08-07,533.4749188355129,536.3769446299151,525.4832761303867,528.6978149414062,8879612
891,2018-08-08,529.0549362225413,545.7971806624587,529.0549362225413,543.6541748046875,17307566
892,2018-08-09,545.3507252164142,549.9046051440648,541.1093582790866,543.7658081054688,14976885
893,2018-08-10,540.6629742031546,542.4488225333128,536.7787645160696,537.6270141601562,7833494
894,2018-08-13,534.6580309896207,535.7295637899235,528.0281415839977,530.2604370117188,10211072
895,2018-08-14,531.2873253830627,543.4310472580822,528.7425166533853,540.4844360351562,11592139
896,2018-08-16,537.2028937396773,542.8952440439334,533.7427792353624,536.1090087890625,13086024
